Season,Name,Team,G,PA,K%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,Pitches,Swing%,Contact%,GB,FB,LD,Fair/Foul ratio
2012,Marco Scutaro,- - -,156,683,7.20%,23.80%,89.10%,57.00%,98.00%,49.90%,55.90%,1.90%,24.30%,2611,0.404,0.953,239,190,149,
2010,Austin Jackson,DET,151,675,25.20%,27.80%,65.30%,65.80%,85.60%,48.70%,59.90%,9.50%,27.60%,2704,0.463,0.793,214,121,107,
2019,Scott Kingery,PHI,126,500,29.40%,33.70%,53.90%,73.30%,80.00%,42.20%,63.60%,15.20%,29.50%,1973,0.504,0.699,106,125,82,
2010,Ryan Ludwick,- - -,136,553,21.90%,26.70%,59.50%,70.50%,83.20%,47.30%,58.40%,11.20%,26.60%,2173,0.474,0.762,120,169,85,
2013,Salvador Perez,KCR,138,526,12.00%,36.40%,80.10%,64.00%,92.30%,46.00%,61.80%,6.20%,23.90%,1771,0.491,0.874,204,144,90,
2016,Andrew McCutchen,PIT,153,675,21.20%,25.40%,59.80%,71.40%,83.80%,46.10%,58.40%,10.70%,25.90%,2740,0.466,0.768,164,191,103,
2018,Mike Moustakas,- - -,152,635,16.20%,37.00%,67.70%,73.60%,88.40%,41.30%,59.10%,10.50%,22.90%,2380,0.521,0.798,161,219,93,
2017,Odubel Herrera,PHI,138,563,22.40%,40.00%,63.50%,70.70%,84.10%,42.50%,63.40%,13.20%,26.80%,2180,0.53,0.752,174,137,84,
2019,Eddie Rosario,MIN,137,590,14.60%,46.30%,75.30%,80.40%,85.10%,37.60%,59.50%,11.70%,20.70%,2068,0.591,0.803,180,203,98,
2014,Ian Desmond,WSN,154,648,28.20%,33.90%,53.70%,68.60%,83.40%,44.50%,63.10%,13.80%,29.60%,2480,0.494,0.721,206,132,73,
2010,Matt Kemp,LAD,162,668,25.40%,30.00%,58.30%,65.20%,79.10%,45.30%,58.40%,12.90%,30.40%,2645,0.459,0.717,179,173,88,
2017,Joe Panik,SFG,138,573,9.40%,24.50%,78.20%,64.90%,95.00%,46.60%,57.80%,4.40%,23.00%,2182,0.433,0.899,203,157,101,
2013,Martin Prado,ARI,155,664,8.00%,27.50%,83.90%,52.20%,96.00%,47.40%,59.60%,3.30%,28.00%,2459,0.392,0.916,268,170,123,
2010,Melvin Upton Jr.,TBR,154,610,26.90%,24.50%,55.20%,68.20%,80.50%,48.10%,63.80%,12.10%,27.90%,2369,0.456,0.735,148,163,62,
2012,Hanley Ramirez,- - -,157,667,19.80%,29.80%,68.60%,66.20%,88.90%,44.80%,61.90%,8.40%,26.10%,2691,0.461,0.817,224,163,87,
2012,Kevin Youkilis,- - -,122,509,21.20%,20.20%,60.90%,55.30%,89.80%,47.90%,54.60%,6.80%,29.50%,2220,0.37,0.816,143,121,69,
2011,Alberto Callaspo,LAA,141,536,9.00%,24.80%,86.00%,63.10%,93.10%,43.80%,52.40%,3.80%,22.70%,2080,0.416,0.907,176,157,96,
2011,James Loney,LAD,158,582,11.50%,30.40%,78.10%,69.20%,94.70%,41.30%,53.60%,5.40%,21.70%,2208,0.464,0.883,190,174,105,
2018,Teoscar Hernandez,TOR,134,523,31.20%,32.20%,45.50%,74.30%,75.70%,41.20%,64.10%,17.80%,32.20%,2110,0.495,0.641,115,138,63,
2011,Mark Trumbo,LAA,149,573,20.90%,42.10%,67.50%,68.80%,85.60%,42.50%,62.10%,12.00%,26.80%,2130,0.535,0.774,193,162,67,
2019,Jason Heyward,CHC,147,589,18.70%,30.30%,67.70%,68.00%,87.80%,40.00%,54.50%,9.20%,25.10%,2231,0.454,0.797,187,138,79,
2014,Howie Kendrick,LAA,157,674,16.30%,34.00%,66.80%,65.60%,90.00%,45.00%,63.90%,9.00%,26.80%,2510,0.483,0.81,305,107,96,
2017,Ender Inciarte,ATL,158,718,13.10%,36.00%,78.30%,71.20%,92.40%,46.00%,64.20%,6.70%,21.20%,2539,0.522,0.872,260,161,132,
2017,Manny Machado,BAL,156,690,16.70%,32.70%,67.40%,71.20%,87.30%,42.20%,59.30%,10.00%,23.70%,2548,0.489,0.796,219,219,82,
2016,Jayson Werth,WSN,143,606,22.90%,23.80%,70.30%,54.60%,86.70%,46.70%,56.80%,7.10%,30.80%,2785,0.382,0.813,161,163,68,
2010,Jason Kubel,MIN,143,582,19.90%,28.00%,70.70%,66.50%,87.50%,42.90%,54.80%,8.10%,25.00%,2349,0.445,0.815,153,176,78,
2015,DJ LeMahieu,COL,150,620,17.30%,24.80%,72.50%,63.50%,90.60%,48.10%,58.70%,6.40%,26.20%,2451,0.434,0.852,249,89,119,
2015,Mark Trumbo,- - -,142,545,24.20%,36.80%,58.50%,72.20%,80.90%,42.00%,60.70%,14.60%,27.90%,2075,0.516,0.716,157,152,68,
2014,Jacoby Ellsbury,NYY,149,635,14.60%,28.80%,77.50%,67.90%,91.50%,43.00%,57.30%,6.10%,22.60%,2354,0.456,0.865,203,163,120,
2015,Brett Gardner,NYY,151,656,20.60%,22.90%,66.20%,55.80%,89.30%,43.50%,52.30%,7.00%,29.60%,2732,0.372,0.813,194,145,89,
2012,Ian Kinsler,TEX,157,731,12.30%,23.80%,75.30%,62.80%,92.80%,49.00%,59.50%,5.20%,24.90%,2902,0.429,0.879,213,239,114,
2015,Nick Markakis,ATL,156,686,12.10%,26.60%,86.10%,62.30%,92.60%,43.50%,56.00%,4.10%,25.00%,2711,0.421,0.902,277,143,110,
2019,Wilson Ramos,NYM,141,524,13.20%,37.50%,69.10%,76.10%,89.50%,42.40%,64.10%,10.10%,21.80%,1720,0.539,0.813,254,78,75,
2017,Carlos Gonzalez,COL,136,534,22.30%,34.20%,52.40%,72.30%,82.60%,41.10%,54.90%,14.70%,26.80%,1941,0.498,0.704,173,113,70,
2016,Joe Mauer,MIN,134,576,16.10%,23.20%,76.80%,50.80%,91.30%,45.70%,60.10%,4.90%,29.50%,2466,0.358,0.862,209,86,108,
2015,Brian McCann,NYY,135,535,18.10%,31.80%,73.90%,55.80%,92.90%,42.20%,55.90%,6.40%,27.10%,2094,0.419,0.846,134,175,62,
2016,Brandon Crawford,SFG,155,623,18.50%,30.80%,56.00%,78.60%,84.10%,43.00%,56.30%,12.90%,24.10%,2363,0.514,0.745,188,159,94,
2016,Yunel Escobar,LAA,132,567,11.80%,27.30%,65.00%,73.00%,93.40%,46.50%,64.70%,7.40%,22.20%,1956,0.486,0.848,263,94,96,
2018,Marcell Ozuna,STL,148,628,17.50%,32.50%,61.30%,72.80%,87.00%,39.60%,61.30%,11.30%,26.10%,2322,0.484,0.766,224,166,86,
2016,Troy Tulowitzki,TOR,131,544,18.60%,28.40%,72.10%,63.50%,85.80%,45.80%,59.40%,8.40%,26.80%,2100,0.445,0.81,160,159,76,
2011,Johnny Damon,TBR,150,647,14.20%,30.50%,70.80%,67.90%,88.70%,43.20%,54.10%,8.30%,24.40%,2607,0.467,0.821,205,189,100,
2017,Adam Duvall,CIN,157,647,26.30%,33.80%,63.40%,66.90%,84.00%,43.40%,63.70%,11.60%,29.40%,2484,0.481,0.758,142,208,78,
2018,Jean Segura,SEA,144,632,10.90%,34.60%,78.30%,66.00%,95.10%,43.20%,60.80%,5.70%,23.80%,2209,0.482,0.883,266,151,100,
2015,Evan Longoria,TBR,160,670,19.70%,30.60%,66.60%,67.80%,84.90%,44.90%,59.10%,10.10%,26.50%,2536,0.473,0.784,187,194,99,
2017,Kyle Seager,SEA,154,650,16.90%,25.30%,65.00%,63.30%,86.60%,46.20%,55.80%,8.70%,27.00%,2565,0.428,0.798,147,242,80,
2018,Derek Dietrich,MIA,149,551,25.40%,34.40%,64.20%,71.80%,85.90%,42.80%,60.30%,11.40%,26.60%,2163,0.504,0.774,147,130,84,
2019,Domingo Santana,SEA,121,507,32.30%,26.40%,51.90%,71.70%,78.10%,44.90%,62.10%,14.10%,29.80%,2127,0.467,0.699,123,89,77,
2012,Josh Reddick,OAK,156,673,22.40%,32.90%,72.70%,72.50%,85.30%,42.30%,56.80%,9.60%,25.30%,2672,0.496,0.805,135,229,98,
2017,David Freese,PIT,130,503,23.10%,26.80%,65.30%,62.30%,85.40%,46.60%,60.60%,9.20%,27.20%,2076,0.434,0.788,179,71,64,
2016,Eric Hosmer,KCR,158,667,19.80%,33.90%,58.40%,70.50%,87.20%,40.80%,55.90%,11.90%,25.60%,2563,0.488,0.754,279,117,78,
2012,Michael Bourn,ATL,155,703,22.00%,23.50%,62.50%,62.30%,86.00%,44.40%,55.20%,8.80%,27.70%,2917,0.408,0.784,245,112,100,
2018,Andrelton Simmons,LAA,146,600,7.30%,28.00%,77.90%,66.60%,92.90%,44.60%,59.70%,5.60%,23.10%,1980,0.452,0.877,255,159,97,
2014,Yoenis Cespedes,- - -,152,645,19.80%,37.20%,67.00%,67.80%,88.90%,44.10%,61.10%,10.20%,26.90%,2412,0.507,0.799,161,230,88,
2011,Alfonso Soriano,CHC,137,508,22.20%,43.70%,61.00%,72.70%,87.60%,40.40%,63.00%,13.70%,26.60%,1856,0.554,0.751,106,186,72,
2016,Todd Frazier,CHW,158,666,24.50%,32.60%,60.20%,65.60%,81.90%,42.80%,60.70%,12.50%,27.90%,2766,0.467,0.733,154,211,68,
2019,Dexter Fowler,STL,150,574,24.70%,25.30%,62.30%,68.60%,82.40%,39.70%,59.90%,10.60%,26.90%,2417,0.425,0.752,135,125,88,
2013,Nori Aoki,MIL,155,674,5.90%,25.90%,88.10%,63.30%,94.30%,44.10%,58.20%,3.30%,21.90%,2439,0.424,0.921,328,119,96,
2013,Alex Gordon,KCR,156,700,20.10%,29.60%,66.50%,65.80%,86.50%,43.00%,57.90%,9.40%,26.80%,2805,0.452,0.791,201,196,101,
2017,Mitch Moreland,BOS,149,576,20.80%,30.20%,59.80%,69.30%,85.60%,41.50%,53.60%,11.20%,26.70%,2267,0.464,0.757,170,142,80,
2017,Javier Baez,CHC,145,508,28.30%,45.10%,52.70%,72.60%,77.80%,40.40%,61.00%,19.20%,31.50%,1845,0.562,0.658,158,117,50,
2010,Jose Reyes,NYM,133,603,10.40%,31.40%,78.30%,60.70%,92.70%,44.00%,59.20%,5.70%,25.40%,2228,0.443,0.87,209,195,86,
2012,Dan Uggla,ATL,154,630,26.70%,22.80%,51.20%,67.10%,78.30%,43.60%,58.90%,12.50%,29.00%,2633,0.421,0.701,120,166,72,
2010,Carlos Pena,TBR,144,582,27.10%,26.10%,51.60%,71.20%,79.00%,42.50%,58.40%,13.50%,26.10%,2297,0.453,0.699,146,132,47,
2013,Manny Machado,BAL,156,710,15.90%,31.40%,70.90%,67.20%,87.90%,46.30%,61.40%,8.70%,25.20%,2505,0.48,0.819,258,177,113,
2017,Denard Span,SFG,129,542,12.70%,26.40%,79.20%,63.00%,93.90%,47.20%,56.50%,4.70%,24.70%,2032,0.437,0.892,190,142,90,
2011,Erick Aybar,LAA,143,605,11.20%,37.20%,80.90%,64.50%,92.10%,44.40%,66.60%,6.20%,22.60%,2080,0.493,0.874,218,142,94,
2013,Jedd Gyorko,SDP,125,525,23.40%,32.90%,59.70%,70.80%,82.10%,43.70%,61.70%,13.00%,28.50%,2040,0.495,0.737,137,145,82,
2015,Matt Kemp,SDP,154,648,22.70%,35.80%,62.80%,70.70%,83.40%,43.40%,58.30%,12.60%,27.00%,2534,0.509,0.752,198,161,98,
2012,Brandon Phillips,CIN,147,623,12.70%,39.70%,70.10%,74.00%,90.10%,41.30%,64.80%,10.00%,23.50%,2291,0.539,0.814,238,163,104,
2014,Nick Markakis,BAL,155,710,11.80%,26.70%,85.20%,58.60%,94.90%,43.80%,57.20%,3.50%,25.80%,2818,0.406,0.913,257,193,110,
2011,Michael Bourn,- - -,158,722,19.40%,27.20%,65.30%,62.00%,89.80%,44.40%,59.70%,8.00%,27.20%,2820,0.426,0.811,251,113,132,
2015,Ender Inciarte,ARI,132,561,10.30%,34.10%,82.30%,60.90%,94.20%,47.00%,62.00%,4.90%,24.30%,1936,0.467,0.896,239,118,99,
2015,Neil Walker,PIT,151,603,18.20%,32.60%,70.20%,72.60%,88.40%,43.20%,63.00%,9.10%,23.90%,2336,0.499,0.817,184,162,94,
2012,Denard Span,MIN,128,568,10.90%,22.30%,82.30%,58.00%,97.20%,47.30%,60.00%,2.80%,26.40%,2213,0.392,0.927,242,108,95,
2013,Anthony Rizzo,CHC,160,690,18.40%,29.50%,65.20%,66.50%,89.10%,41.60%,60.30%,8.90%,26.30%,2615,0.449,0.8,204,182,94,
2015,Daniel Murphy,NYM,130,538,7.10%,33.50%,83.50%,71.50%,97.50%,41.70%,57.20%,3.90%,18.80%,1891,0.494,0.919,200,168,99,
2012,Jose Altuve,HOU,147,630,11.70%,29.90%,82.30%,59.70%,95.30%,46.70%,63.50%,4.10%,25.20%,2131,0.438,0.906,264,136,101,
2013,Marco Scutaro,SFG,127,547,6.20%,19.40%,89.90%,55.70%,97.60%,52.30%,60.30%,1.60%,26.80%,2142,0.384,0.957,221,135,96,
2011,Jimmy Rollins,PHI,142,631,9.40%,26.60%,81.80%,61.20%,94.20%,41.60%,57.80%,4.30%,23.50%,2386,0.41,0.895,196,207,102,
2014,Chase Utley,PHI,155,664,12.80%,27.20%,76.40%,61.90%,93.20%,42.80%,55.90%,5.40%,25.50%,2549,0.42,0.87,201,185,126,
2018,Rougned Odor,TEX,129,535,23.70%,35.40%,66.40%,64.60%,87.10%,41.80%,60.90%,10.40%,26.30%,1980,0.476,0.782,137,131,65,
2014,Kurt Suzuki,MIN,131,503,9.10%,25.20%,81.30%,60.30%,93.70%,49.00%,58.40%,4.30%,24.60%,1998,0.424,0.9,183,139,90,
2010,Alexei Ramirez,CHW,156,626,13.10%,34.60%,69.70%,65.80%,92.80%,47.00%,59.90%,7.80%,24.30%,2268,0.493,0.842,239,166,93,
2018,Justin Bour,- - -,141,501,24.80%,29.80%,65.80%,58.30%,81.30%,40.60%,55.30%,10.50%,31.00%,2077,0.414,0.746,134,109,57,
2015,Yangervis Solarte,SDP,152,571,9.80%,32.00%,75.60%,68.10%,95.50%,44.80%,58.10%,5.70%,21.80%,2022,0.482,0.882,206,175,91,
2011,Danny Espinosa,WSN,158,658,25.20%,31.30%,65.70%,67.80%,81.10%,41.90%,57.40%,11.60%,27.10%,2528,0.466,0.751,173,155,63,
2010,Juan Uribe,SFG,148,575,16.00%,34.60%,59.20%,77.00%,86.40%,44.90%,60.90%,12.40%,24.20%,2062,0.536,0.767,174,193,67,
2011,Neil Walker,PIT,159,662,16.90%,30.40%,78.70%,65.00%,89.80%,42.20%,57.40%,6.50%,24.90%,2638,0.45,0.855,215,171,104,
2014,Martin Prado,- - -,143,573,14.00%,29.20%,79.80%,52.00%,94.20%,46.50%,59.70%,4.60%,29.80%,2218,0.398,0.886,223,135,101,
2012,Coco Crisp,OAK,120,508,12.60%,24.20%,73.60%,64.00%,92.30%,45.10%,62.60%,5.70%,25.60%,1855,0.421,0.864,172,138,78,
2018,Ozzie Albies,ATL,158,684,17.00%,38.20%,68.10%,82.30%,87.30%,40.80%,63.50%,11.50%,21.10%,2386,0.562,0.796,202,208,111,
2016,Angel Pagan,SFG,129,543,12.20%,24.70%,81.10%,59.80%,93.90%,45.20%,57.80%,4.20%,26.00%,2117,0.406,0.896,183,139,108,
2018,Nomar Mazara,TEX,128,536,21.60%,33.50%,64.30%,64.10%,85.20%,41.40%,56.70%,10.90%,28.30%,2187,0.461,0.763,207,100,69,
2016,Eduardo Nunez,- - -,141,595,14.80%,38.60%,76.50%,70.40%,91.10%,45.20%,63.70%,7.80%,22.70%,2124,0.53,0.852,230,157,77,
2014,Daniel Murphy,NYM,143,642,13.40%,33.20%,77.90%,67.60%,94.80%,42.90%,63.10%,5.70%,22.30%,2346,0.48,0.881,218,151,145,
2012,Starlin Castro,CHC,162,691,14.50%,36.60%,71.10%,64.90%,91.10%,45.80%,62.70%,8.30%,25.40%,2389,0.496,0.831,261,176,113,
2019,Justin Smoak,TOR,121,500,21.20%,23.00%,58.30%,64.90%,87.50%,39.80%,53.20%,9.00%,26.90%,2044,0.397,0.773,113,132,64,
2018,Yuli Gurriel,HOU,136,573,11.00%,37.10%,77.30%,69.20%,92.80%,40.80%,63.40%,7.00%,23.30%,1908,0.502,0.86,213,171,97,
2018,Matt Duffy,TBR,132,560,16.60%,29.80%,70.10%,67.80%,92.50%,43.30%,63.40%,7.30%,23.80%,2124,0.463,0.843,223,84,104,
2014,Pablo Sandoval,SFG,157,638,13.30%,46.60%,79.60%,80.20%,89.90%,34.80%,60.50%,8.90%,17.60%,2254,0.583,0.846,217,187,105,
2019,Renato Nunez,BAL,151,599,23.90%,37.50%,61.50%,67.70%,85.10%,39.80%,59.90%,12.70%,28.40%,2464,0.495,0.743,131,186,85,
2018,Yadier Molina,STL,123,503,13.10%,38.50%,76.80%,70.80%,89.20%,43.70%,64.00%,8.40%,23.10%,1969,0.526,0.841,155,147,96,
2015,Brian Dozier,MIN,157,704,21.00%,29.70%,69.00%,64.30%,86.40%,43.20%,60.40%,9.00%,26.30%,2833,0.447,0.798,161,213,109,
2017,Andrelton Simmons,LAA,158,647,10.40%,27.70%,79.90%,65.90%,91.50%,47.50%,64.60%,5.60%,23.20%,2295,0.459,0.878,261,166,100,
2013,Nate McLouth,BAL,146,593,14.50%,21.30%,77.00%,61.20%,92.00%,47.80%,61.40%,4.90%,26.10%,2269,0.404,0.879,171,162,110,
2013,Chris Denorfia,SDP,144,520,16.20%,26.50%,61.50%,59.00%,90.80%,46.30%,61.30%,8.00%,29.20%,2034,0.415,0.807,217,93,81,
2012,Yonder Alonso,SDP,155,619,16.30%,28.90%,63.60%,74.80%,90.20%,41.90%,59.30%,9.10%,21.00%,2243,0.482,0.809,203,141,107,
2012,Melvin Upton Jr.,TBR,146,633,26.70%,32.10%,56.80%,75.00%,77.80%,45.00%,65.40%,15.10%,27.00%,2321,0.514,0.706,165,168,76,
2017,Trevor Story,COL,145,555,34.40%,30.90%,53.00%,69.00%,79.90%,44.90%,63.60%,14.20%,29.80%,2284,0.48,0.704,104,148,57,
2015,Jhonny Peralta,STL,155,640,17.30%,32.30%,65.70%,75.70%,86.40%,41.70%,60.30%,10.60%,22.50%,2444,0.504,0.787,209,148,117,
2012,Hunter Pence,- - -,160,688,21.10%,32.60%,58.90%,68.40%,81.60%,40.80%,61.50%,13.00%,28.40%,2638,0.472,0.723,243,152,81,
2014,Joe Mauer,MIN,120,518,18.50%,25.00%,77.30%,55.90%,88.80%,44.40%,59.10%,5.80%,29.20%,2170,0.387,0.847,183,79,98,
2012,Michael Brantley,CLE,149,609,9.20%,22.70%,83.30%,61.30%,96.00%,46.30%,58.10%,3.10%,24.50%,2163,0.406,0.922,242,143,112,
2018,DJ LeMahieu,COL,128,581,14.10%,26.00%,72.70%,60.10%,95.00%,46.00%,60.40%,5.20%,27.30%,2191,0.417,0.875,227,135,96,
2010,Cody Ross,- - -,153,569,21.30%,31.90%,66.00%,62.70%,85.00%,46.60%,59.10%,10.10%,28.90%,2242,0.463,0.78,185,137,84,
2012,Jimmy Rollins,PHI,156,699,13.70%,27.20%,76.10%,57.20%,93.70%,42.50%,57.50%,5.30%,25.90%,2599,0.4,0.868,209,221,101,
2019,Evan Longoria,SFG,129,508,22.00%,32.60%,67.60%,66.60%,82.90%,41.70%,60.40%,10.90%,27.90%,2018,0.468,0.767,142,129,75,
2012,Elvis Andrus,TEX,158,711,13.50%,22.60%,73.50%,54.50%,93.50%,50.10%,59.90%,4.80%,28.00%,2778,0.386,0.877,297,109,114,
2010,Placido Polanco,PHI,132,602,7.80%,26.30%,78.90%,62.80%,96.20%,52.10%,60.00%,3.80%,23.60%,2133,0.454,0.914,232,178,104,
2010,Aramis Ramirez,CHC,124,507,17.80%,32.10%,67.80%,76.10%,85.30%,45.40%,62.70%,10.60%,23.30%,1958,0.521,0.794,104,216,60,
2016,Russell Martin,TOR,137,535,27.70%,21.40%,53.30%,59.10%,80.10%,46.50%,55.90%,10.80%,30.30%,2284,0.389,0.722,145,111,56,
2013,David Freese,STL,138,521,20.30%,28.80%,60.90%,67.30%,87.60%,44.10%,59.90%,9.90%,26.10%,2023,0.458,0.782,198,86,75,
2010,Scott Podsednik,- - -,134,595,13.90%,24.70%,81.10%,52.20%,94.80%,48.90%,61.50%,3.70%,29.20%,2294,0.381,0.903,224,138,83,
2010,Brennan Boesch,DET,133,512,19.30%,39.80%,66.10%,81.00%,86.70%,39.70%,62.90%,12.20%,22.10%,1771,0.562,0.779,166,146,56,
2011,Alexei Ramirez,CHW,158,684,12.30%,34.60%,74.50%,62.80%,91.90%,44.80%,59.20%,7.10%,24.50%,2455,0.472,0.848,240,186,102,
2019,Paul DeJong,STL,159,664,22.40%,31.10%,60.70%,71.40%,86.50%,43.90%,61.60%,11.10%,26.60%,2579,0.487,0.772,166,195,79,
2015,Brock Holt,BOS,129,509,19.10%,26.20%,75.00%,57.40%,92.70%,45.70%,62.50%,5.50%,29.30%,2085,0.405,0.865,188,84,85,
2013,Mark Trumbo,LAA,159,678,27.10%,37.80%,59.60%,66.90%,78.80%,42.70%,65.00%,14.60%,30.60%,2521,0.502,0.706,202,163,75,
2010,Jose Guillen,- - -,148,577,19.60%,34.20%,67.60%,65.00%,85.60%,46.60%,58.10%,10.20%,27.50%,2204,0.485,0.788,186,162,69,
2013,J.J. Hardy,BAL,159,644,11.30%,29.40%,79.00%,54.80%,92.90%,48.10%,61.00%,5.10%,28.20%,2405,0.417,0.878,239,202,88,
2011,Bobby Abreu,LAA,142,585,19.30%,19.40%,64.00%,53.40%,89.90%,43.20%,55.20%,6.20%,29.80%,2548,0.341,0.816,185,124,82,
2017,Xander Bogaerts,BOS,148,635,18.30%,32.80%,67.50%,53.00%,89.90%,44.90%,62.20%,8.30%,31.80%,2544,0.419,0.803,223,139,94,
2012,Erick Aybar,LAA,141,554,11.00%,37.80%,84.20%,67.50%,94.50%,44.40%,63.00%,4.90%,20.10%,1819,0.51,0.902,222,125,79,
2014,Shin-Soo Choo,TEX,123,529,24.80%,21.90%,57.90%,63.20%,84.90%,44.90%,56.70%,9.30%,29.70%,2155,0.405,0.768,163,97,66,
2012,Dayan Viciedo,CHW,147,543,22.10%,39.10%,66.40%,66.70%,83.00%,40.70%,60.40%,12.40%,28.20%,2003,0.503,0.753,181,122,86,
2010,Marco Scutaro,BOS,150,695,10.20%,18.80%,87.00%,54.10%,97.40%,51.30%,58.10%,2.00%,27.20%,2808,0.369,0.948,229,235,97,
2013,Justin Morneau,- - -,152,635,17.30%,36.20%,69.50%,73.10%,88.70%,41.20%,63.10%,9.80%,23.80%,2421,0.514,0.808,191,178,99,
2010,Casey Blake,LAD,146,571,24.20%,26.40%,68.20%,57.60%,86.20%,47.60%,61.60%,8.10%,30.80%,2431,0.413,0.801,160,138,76,
2012,Rickie Weeks Jr.,MIL,157,677,25.00%,21.30%,53.00%,62.20%,84.10%,45.90%,58.90%,9.90%,29.20%,2761,0.401,0.752,190,160,71,
2015,Trevor Plouffe,MIN,152,632,19.60%,25.50%,62.40%,65.50%,88.10%,48.00%,64.60%,8.70%,27.90%,2403,0.447,0.804,185,183,82,
2014,Jose Reyes,TOR,143,655,11.10%,33.20%,77.20%,69.20%,93.40%,42.80%,61.10%,6.30%,23.20%,2308,0.486,0.871,221,191,120,
2012,Kyle Seager,SEA,155,651,16.90%,29.90%,66.10%,68.30%,90.80%,46.00%,59.40%,8.30%,23.90%,2361,0.476,0.824,174,205,106,
2010,Alex Gonzalez,- - -,157,640,18.40%,39.60%,63.70%,66.90%,88.60%,46.60%,63.10%,11.30%,27.10%,2328,0.523,0.785,156,235,89,
2013,Adam LaRoche,WSN,152,590,22.20%,25.60%,63.70%,65.10%,85.90%,41.00%,56.30%,9.20%,26.50%,2400,0.418,0.779,141,159,83,
2018,Willson Contreras,CHC,138,544,22.20%,34.40%,62.20%,70.10%,81.60%,42.00%,59.00%,13.00%,27.10%,2120,0.495,0.738,181,107,60,
2016,Nick Markakis,ATL,158,684,14.80%,24.20%,81.50%,62.10%,91.50%,44.10%,55.40%,4.80%,25.00%,2626,0.409,0.882,218,178,111,
2011,Brett Gardner,NYY,159,588,15.80%,21.10%,84.20%,50.60%,94.70%,47.50%,52.20%,3.00%,27.70%,2466,0.351,0.914,207,112,77,
2017,Nick Markakis,ATL,160,670,16.40%,25.40%,78.40%,59.30%,90.90%,45.10%,56.60%,5.40%,26.60%,2717,0.407,0.866,236,142,108,
2013,Alejandro De Aza,CHW,153,675,21.80%,26.40%,63.10%,63.50%,89.70%,45.00%,60.30%,8.30%,27.50%,2749,0.431,0.807,185,157,112,
2012,Michael Saunders,SEA,139,553,23.90%,29.70%,59.30%,70.90%,85.10%,45.00%,58.40%,11.40%,25.60%,2181,0.482,0.763,166,127,74,
2016,Jonathan Schoop,BAL,162,647,21.20%,43.00%,55.80%,81.40%,84.40%,44.80%,66.20%,16.20%,26.40%,2231,0.602,0.731,218,168,95,
2013,Michael Young,- - -,147,565,14.70%,26.30%,69.00%,65.70%,90.20%,47.40%,65.10%,7.30%,25.10%,2111,0.45,0.837,234,104,100,
2014,Curtis Granderson,NYM,155,654,21.60%,25.80%,62.70%,66.30%,85.00%,40.20%,57.80%,9.70%,27.10%,2702,0.421,0.768,145,199,80,
2013,Michael Brantley,CLE,151,611,11.00%,24.00%,79.90%,62.90%,96.30%,45.50%,56.50%,3.70%,23.90%,2243,0.417,0.911,232,147,115,
2018,Cesar Hernandez,PHI,161,708,21.90%,20.30%,60.00%,58.70%,89.70%,45.00%,58.30%,7.20%,28.70%,3009,0.376,0.809,201,147,90,
2019,Adam Frazier,PIT,152,608,12.30%,30.90%,77.00%,70.40%,90.90%,43.20%,55.60%,6.80%,23.10%,2302,0.48,0.858,195,157,123,
2014,Nori Aoki,KCR,132,549,8.90%,25.80%,82.00%,66.10%,94.80%,46.30%,61.40%,4.10%,21.60%,2087,0.445,0.908,265,73,90,
2013,Daniel Murphy,NYM,161,697,13.60%,31.80%,81.20%,65.50%,92.90%,44.20%,61.80%,5.40%,22.90%,2531,0.467,0.884,241,206,121,
2013,Mitch Moreland,TEX,147,518,22.60%,29.70%,55.60%,63.50%,88.80%,42.10%,55.60%,10.60%,28.50%,2139,0.439,0.758,152,139,61,
2017,Ryon Healy,OAK,149,605,23.50%,35.80%,58.90%,62.90%,86.50%,43.30%,58.20%,12.00%,31.00%,2279,0.475,0.747,186,166,83,
2017,Kendrys Morales,TOR,150,608,21.70%,35.70%,61.70%,70.10%,81.50%,40.40%,59.50%,13.40%,27.40%,2332,0.496,0.73,207,142,79,
2011,Vladimir Guerrero,BAL,145,590,9.50%,45.70%,73.20%,80.60%,89.70%,38.20%,60.20%,10.70%,19.10%,1901,0.591,0.818,252,165,93,
2014,Jimmy Rollins,PHI,138,609,16.40%,26.60%,73.20%,61.40%,92.00%,43.80%,59.10%,6.10%,25.50%,2528,0.419,0.853,177,178,85,
2013,Jon Jay,STL,157,628,16.40%,28.80%,70.40%,64.70%,89.90%,44.10%,58.00%,7.50%,24.60%,2358,0.446,0.829,223,101,118,
2013,Brian Dozier,MIN,147,623,19.30%,28.30%,76.60%,54.00%,90.00%,43.60%,57.10%,6.10%,29.50%,2595,0.395,0.846,166,181,91,
2014,Casey McGehee,MIA,160,691,14.80%,25.20%,72.10%,61.60%,90.40%,46.60%,59.80%,6.50%,26.20%,2543,0.422,0.846,263,163,95,
2013,Josh Hamilton,LAA,151,636,24.80%,40.40%,56.50%,78.90%,81.70%,38.50%,59.60%,16.30%,25.50%,2380,0.553,0.703,166,166,95,
2017,Melky Cabrera,- - -,156,666,11.10%,32.10%,79.30%,64.30%,95.10%,43.50%,58.60%,5.10%,23.20%,2421,0.461,0.889,270,160,122,
